2019/08/10 05:00:00.699|Info|11|80000049-0001-fa00-b63f-84710c7967bb|eGradeBook.Infrastructure.GradeBookInitializer|Seeding ended||GradeBookInitializer.Seed
2019/08/10 05:00:07.835|Info|26|8000004b-0001-fa00-b63f-84710c7967bb|eGradeBook.Controllers.GradesController|Teacher {"UserId":3, "UserRole":"teachers"} created grade {"GradeId":1, "Semester":1, "AssignmentDate":"2019-09-10T00:00:00Z", "Notes":"Arithmetics", "GradePoint":2, "TakingId":14, "StudentId":10, "StudentName":"draganamihic", "ProgramId":6, "ClassRoomId":2, "WeeklyHours":3, "ClassRoomName":"5-B", "SchoolGrade":5, "TeachingId":2, "CourseId":2, "TeacherId":3, "CourseName":"Physics", "TeacherName":"radaradic"}||GradesController.CreateGradeAsTeacher
2019/08/10 05:00:07.861|Trace|26|8000004b-0001-fa00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpResponse { StatusCode = 201, ProcessingTime = 670 }||LoggingMiddleware.Invoke
2019/08/10 05:00:24.885|Trace|26|80000048-0000-f500-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpRequest { RemoteIP = ::1, Method = POST, Path = /api/grades/for-teachers/3, ResourceURI = http://localhost:50663/api/grades/for-teachers/3 }||LoggingMiddleware.Invoke
2019/08/10 05:00:24.914|Info|26|80000048-0000-f500-b63f-84710c7967bb|eGradeBook.Controllers.GradesController|Create Grade {"GradeId":0, "Semester":1, "AssignmentDate":"2019-09-10T00:00:00Z", "Notes":"Arithmetics", "GradePoint":2, "TakingId":0, "StudentId":10, "ProgramId":0, "ClassRoomId":3, "WeeklyHours":0, "SchoolGrade":0, "TeachingId":0, "CourseId":2, "TeacherId":3} for Teacher 3 by {"UserId":3, "UserRole":"teachers"}||GradesController.CreateGradeAsTeacher
2019/08/10 05:00:24.940|Info|26|80000048-0000-f500-b63f-84710c7967bb|eGradeBook.Services.GradesService|Create grade {"GradeId":0, "Semester":1, "AssignmentDate":"2019-09-10T00:00:00Z", "Notes":"Arithmetics", "GradePoint":2, "TakingId":0, "StudentId":10, "ProgramId":0, "ClassRoomId":3, "WeeklyHours":0, "SchoolGrade":0, "TeachingId":0, "CourseId":2, "TeacherId":3} return dto||GradesService.CreateGradeDto
2019/08/10 05:00:24.958|Info|26|80000048-0000-f500-b63f-84710c7967bb|eGradeBook.Services.GradesService|Create grade {"GradeId":0, "Semester":1, "AssignmentDate":"2019-09-10T00:00:00Z", "Notes":"Arithmetics", "GradePoint":2, "TakingId":0, "StudentId":10, "ProgramId":0, "ClassRoomId":3, "WeeklyHours":0, "SchoolGrade":0, "TeachingId":0, "CourseId":2, "TeacherId":3}||GradesService.CreateGrade
2019/08/10 05:00:24.973|Info|26|80000048-0000-f500-b63f-84710c7967bb|eGradeBook.Services.GradesService|Get program for course 2, teacher 3 and classroom 3||ProgramsService.GetProgram
2019/08/10 05:00:24.987|Trace|26|80000048-0000-f500-b63f-84710c7967bb|eGradeBook.Repositories.GenericRepository`1|"eGradeBook.Models.Program" repository Get request with filter and all||GenericRepository`1.Get
2019/08/10 05:00:25.004|Info|26|80000048-0000-f500-b63f-84710c7967bb|eGradeBook.Services.TakingsService|Get taking for course 2, teacher 3, classroom 3 and student 10||TakingsService.GetTaking
2019/08/10 05:00:25.023|Trace|26|80000048-0000-f500-b63f-84710c7967bb|eGradeBook.Repositories.GenericRepository`1|"eGradeBook.Models.Taking" repository Get request with filter and all||GenericRepository`1.Get
2019/08/10 05:00:25.037|Info|26|80000048-0000-f500-b63f-84710c7967bb|eGradeBook.Services.TakingsService|Student 10 is not taking the course 2 with teacher 3 in classroom 3||TakingsService.GetTaking
2019/08/10 05:00:31.063|Error|26|80000048-0000-f500-b63f-84710c7967bb|eGradeBook.Utilities.WebApi.NLogExceptionLogger|POST http://localhost:50663/api/grades/for-teachers/3|Student 10 is not taking the course 2 with teacher 3 in classroom 3|NLogExceptionLogger.Log
2019/08/10 05:00:31.122|Trace|20|80000048-0000-f500-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpResponse { StatusCode = 500, ProcessingTime = 6218 }||LoggingMiddleware.Invoke
